t,pos1,pos2
1.046632314,0.009445726,0.140819571
1.046732314,0.009490237,0.140898629
1.046832314,0.009534806,0.140975577
1.046932314,0.009579432,0.141050417
1.047032314,0.009624114,0.141123151
1.047132314,0.009668853,0.141193784
1.047232314,0.009713648,0.141262316
1.047332314,0.009758498,0.14132875
1.047432314,0.009803403,0.14139309
1.047532314,0.009848362,0.141455339
1.047632314,0.009893375,0.141515498
1.047732314,0.009938441,0.141573572
1.047832314,0.009983559,0.141629563
1.047932314,0.01002873,0.141683475
1.048032314,0.010073952,0.141735311
1.048132314,0.010119225,0.141785074
1.048232314,0.010164549,0.141832767
1.048332314,0.010209922,0.141878395
1.048432314,0.010255345,0.14192196
1.048532314,0.010300817,0.141963466
1.048632314,0.010346338,0.142002918
1.048732314,0.010391906,0.142040318
1.048832314,0.010437521,0.142075671
1.048932314,0.010483184,0.14210898
1.049032314,0.010528892,0.14214025
1.049132314,0.010574647,0.142169485
1.049232314,0.010620446,0.142196688
1.049332314,0.01066629,0.142221865
1.049432314,0.010712179,0.142245019
1.049532314,0.010758111,0.142266155
1.049632314,0.010804086,0.142285277
1.049732314,0.010850104,0.142302389
1.049832314,0.010896163,0.142317497
1.049932314,0.010942265,0.142330605
1.050032314,0.010988407,0.142341717
1.050132314,0.01103459,0.142350839
1.050232314,0.011080813,0.142357975
1.050332314,0.011127075,0.142363131
1.050432314,0.011173376,0.142366311
1.050532314,0.011219716,0.142367519
1.050632314,0.011266094,0.142366763
1.050732314,0.011312509,0.142364046
1.050832314,0.011358961,0.142359374
1.050932314,0.011405449,0.142352752
1.051032314,0.011451973,0.142344185
1.051132314,0.011498532,0.14233368
1.051232314,0.011545126,0.142321242
1.051332314,0.011591755,0.142306875
1.051432314,0.011638417,0.142290587
1.051532314,0.011685112,0.142272382
1.051632314,0.011731841,0.142252266
1.051732314,0.011778601,0.142230246
1.051832314,0.011825393,0.142206327
1.051932314,0.011872217,0.142180515
1.052032314,0.011919071,0.142152816
1.052132314,0.011965955,0.142123236
1.052232314,0.012012869,0.142091782
1.052332314,0.012059813,0.14205846
1.052432314,0.012106784,0.142023275
1.052532314,0.012153785,0.141986234
1.052632314,0.012200812,0.141947344
1.052732314,0.012247867,0.141906612
1.052832314,0.012294949,0.141864043
1.052932314,0.012342057,0.141819644
1.053032314,0.012389191,0.141773422
1.053132314,0.012436349,0.141725383
1.053232314,0.012483533,0.141675535
1.053332314,0.01253074,0.141623884
1.053432314,0.012577972,0.141570436
1.053532314,0.012625226,0.1415152
1.053632314,0.012672504,0.141458181
1.053732314,0.012719803,0.141399387
1.053832314,0.012767125,0.141338825
1.053932314,0.012814467,0.141276503
1.054032314,0.01286183,0.141212426
1.054132314,0.012909214,0.141146603
1.054232314,0.012956618,0.141079041
1.054332314,0.01300404,0.141009747
1.054432314,0.013051482,0.140938728
1.054532314,0.013098942,0.140865992
1.054632314,0.01314642,0.140791547
